WikiID,Entity,Type
Q1416989,Titanic,Musical
Q1424307,Lady in the Dark,Musical
Q1425565,"Tick, Tick... Boom!",Musical
Q142885,Kristina från Duvemåla,Musical
Q1430573,The Pirate Queen,Musical
Q1455642,Out of This World,Musical
Q1457220,The Music Man,Musical
Q1458184,Martin Guerre,Musical
Q1460321,The Woman in White,Musical
Q1464596,The Likes of Us,Musical
Q1470358,Me and My Girl,Musical
Q1474747,Funny Girl,Musical
Q1475152,Crazy for You,Musical
Q1485213,The Black Rider,Musical
Q1495960,Gaudí,Musical
Q1500235,Grand Hotel,Musical
Q1500282,Lord of the Dance,Musical
Q1507807,The Capeman,Musical
Q1523674,Gigi,Musical
Q152444,The Black Crook,Musical
Q152521,Ziegfeld Follies,Musical
Q152715,Beauty and the Beast (musical),Musical
Q1533927,Godspell,Musical
Q1533983,Next to Normal,Musical
Q153520,Hairspray,Musical
Q1537494,Good News,Musical
Q1539188,Smike,Musical
Q155496,Love Never Dies,Musical
Q1556084,Gustav Klimt (Musical),Musical
Q1558496,Gypsy (musical),Musical
Q1599749,Leben ohne Chris,Musical
Q1606410,Sunset Boulevard,Musical
Q1619786,Hinterm Horizont,Musical
Q1632077,Hoy No Me Puedo Levantar,Musical
Q163220,Let 'Em Eat Cake,Musical
Q1656321,Ich war noch niemals in New York,Musical
Q1657406,Tanguero,Musical
Q1660673,In Trousers,Musical
Q1666894,Wake Up,Musical
Q1670602,"Roméo et Juliette, de la Haine à l'Amour",Musical
Q1672988,Irma La Douce,Musical
Q1679817,Jamaica,Musical
Q1680650,James Joyce's The Dead,Musical
Q1708266,"Meta, Norddeich",Musical
Q1735931,Katharina Knie,Musical
Q1742049,King Kong,Musical
Q1751433,The Producers,Musical
Q1766994,Applause,Musical
Q1777762,Rebecca,Musical
Q1801518,Music Box Revue,Musical
Q180452,Meine Schwester und ich,Musical
Q1810133,Le Roi Soleil,Musical
Q1812852,Tarzan,Musical
Q1819070,Leonardo the Musical: A Portrait of Love,Musical
Q1822004,Flahooley,Musical
Q1872685,Snoopy! The Musical,Musical
Q189427,A Chorus Line,Musical
Q1956428,My One and Only,Musical
Q1967321,Crusade in Jeans,Musical
Q1976086,Blast!,Musical
Q1994415,"No, No, Nanette",Musical
Q2001586,Urinetown,Musical
Q2002191,Nothing but music,Musical
Q2006428,Ghost the Musical,Musical
Q2035179,La Cage aux Folles,Musical
Q2048576,De 3 Biggetjes,Musical
Q2052100,Pardon My English,Musical
Q2061290,Mame,Musical
Q2081651,Evil Dead (musical),Musical
Q2151299,The Widow Jones,Musical
Q2164246,Sweet Charity,Musical
Q2169548,Flower Drum Song,Musical
Q2172070,Pietje Bell,Musical
Q2200020,Legally Blonde,Musical
Q2210892,Mary Poppins,Musical
Q2214688,Sally,Musical
Q2216434,Fiorello!,Musical
Q2253601,The Addams Family,Musical
Q2255873,Copacabana,Musical
Q2257978,The Wiz,Musical
Q2259133,Assassins,Musical
Q2275909,Hellzapoppin,Musical
Q2277615,She Loves Me,Musical
Q2278286,Nine,Musical
Q2280297,Shuffle Along,Musical
Q2282956,A Christmas Carol,Musical
Q2286134,Silk Stockings,Musical
Q2291188,Phantom,Musical
Q229630,3 Musketiers,Musical
Q2301371,Song and Dance,Musical
Q2301455,Songs for a New World,Musical
Q2306874,Wonderful Town,Musical
Q2336119,High School Musical on Stage!,Musical
Q233773,42nd Street,Musical
Q2355342,Street Scene,Musical
Q2363609,All Shook Up,Musical
Q2375318,Cyrano: The Musical,Musical
Q2382702,I Love You Because,Musical
Q2386332,Tabaluga & Lilli,Musical
Q2390273,Robin Hood,Musical
Q2409374,The Act,Musical
Q2409697,The Beautiful Game,Musical
Q2425973,The Boy Friend,Musical
Q242667,Jesus Christ Superstar,Musical
Q2435604,Victor/Victoria,Musical
Q2443217,Bare: A Pop Opera,Musical
Q2452512,Follies,Musical
Q2474521,110 in the Shade,Musical
Q251667,Shrek the Musical,Musical
Q2530921,A Little Night Music,Musical
Q2562088,Bombo,Musical
Q2567859,The Wild Party,Musical
Q2619594,Jalta,Musical
Q2619671,"I Love You, You're Perfect, Now Change",Musical
Q2622554,The Count of Monte Cristo,Musical
Q2653485,Edward Scissorhands,Musical
Q2658518,Soldier of Orange,Musical
Q2662350,Little Women,Musical
Q2680860,Kuifje – De Zonnetempel,Musical
Q2704404,Musicals in Ahoy',Musical
Q2747,Nord-Ost,Musical
Q277018,Das Feuerwerk,Musical
Q2771,Billy Elliot the Musical,Musical
Q2802217,Footloose,Musical
Q2803431,Ramses (musical),Musical
Q2809501,1789: Les Amants de la Bastille,Musical
Q2819942,A Very Merry Unauthorized Children's Scientology Pageant,Musical
Q2820226,Abbacadabra,Musical
Q2824036,Adam et Ève : La Seconde Chance,Musical
Q2841899,Ambassador,Musical
Q2851339,Anne de Bretagne,Musical
Q2855727,The Wiz,Musical
Q2869263,Athon,Musical
Q2872347,Autant en emporte le vent,Musical
Q287281,Starlight Express,Musical
Q2892971,Beatlemania,Musical
Q2893804,Beggar's Holiday,Musical
Q2914297,Drood,Musical
Q2915147,A Very Potter Musical,Musical
Q2915810,Company,Musical
Q2919770,Taboo,Musical
Q2935589,HONK!,Musical
Q2981318,Coco,Musical
Q3030272,Disney's Aladdin: A Musical Spectacular,Musical
Q3032157,Eileen,Musical
Q3035808,Don Juan,Musical
Q3038548,Dracula – Entre l'amour et la mort,Musical
Q3066270,Florodora,Musical
Q3068064,Fela!,Musical
Q3072553,Finding Nemo – The Musical,Musical
Q3072938,First Impressions,Musical
Q3107914,Giulietta e Romeo,Musical
Q3177424,Jerome Robbins' Broadway,Musical
Q3197893,Klokkeren fra Notre Dame,Musical
Q3204728,L'Osstidcho,Musical
Q3224353,Cinderella,Musical
Q3230816,Les Aventures de Rabbi Jacob,Musical
Q3256701,Little Me,Musical
Q3271763,Dirty Rotten Scoundrels,Musical
Q3277671,Pacific Overtures,Musical
Q3283625,I Can Get It for You Wholesale,Musical
Q3290664,Marguerite,Musical
Q3307583,Aladdin Jr.,Musical
Q3335918,Napoléon,Musical
Q3338950,New Girl in Town,Musical
Q337097,Cats,Musical
Q3382624,Pied de Poule,Musical
Q340067,Tintin – Le Temple du Soleil – Le Spectacle Musical,Musical
Q3435285,Sunday in the Park with George,Musical
Q3437152,Robin des Bois,Musical
Q3437968,Rockford's Rock Opera,Musical
Q3459747,Once,Musical
Q3470301,Salut les copains (musical),Musical
Q3474024,Saturday Night,Musical
Q3477684,Seesaw,Musical
Q3492724,Spartacus le Gladiateur,Musical
Q3496796,Sugar,Musical
Q3521067,The Golden Apple,Musical
Q3536022,Toy Story: The Musical,Musical
Q3538258,Trazom,Musical
Q3549037,A Shoggoth on the Roof,Musical
Q3552071,Up in Central Park,Musical
Q3567734,Which Witch,Musical
Q3570547,Xanadu,Musical
Q3588858,Émilie Jolie,Musical
Q3597401,13,Musical
Q3617502,Animal Crackers,Musical
Q3677136,Cindy,Musical
Q3680987,Closer to Heaven,Musical
Q3748917,Come on come people,Musical
Q3753559,From A to Z,Musical
Q3785076,Her Little Highness,Musical
Q380070,Linie 1,Musical
Q3821261,City of Angels,Musical
Q3823275,They're Playing Our Song,Musical
Q382353,The Phantom of the Opera,Musical
Q3830942,Lestat,Musical
Q384059,African Footprint,Musical
Q3891962,Catch Me If You Can,Musical
Q3896090,Park Avenue,Musical
Q3897288,Passing Strange,Musical
Q3936207,Rio Rita,Musical
Q3939708,Rock Musical Bleach,Musical
Q3939816,Rockquiem,Musical
Q3942366,Rugantino,Musical
Q3977031,Sunny,Musical
Q3983042,Tell Me on a Sunday,Musical
Q3986337,The Cocoanuts,Musical
Q3987236,The Girl Friend,Musical
Q3988705,The Phantom of the Opera,Musical
Q3988894,The Quaker Girl,Musical
Q3990060,The Wizard of Oz,Musical
Q3990062,The Wizard of Oz,Musical
Q4000407,Tumbleweed Connection,Musical
Q4018507,Watch Your Step,Musical
Q4023803,"Zanna, Don't!",Musical
Q4024408,Ziegfeld Follies of 1920,Musical
Q4027516,Zorro,Musical
Q4028657,The Twelve Chairs,Musical
Q403810,Aida,Musical
Q4109742,Argonavtebi,Musical
Q427689,The Girl with the Golden Hair,Musical
Q4279588,Bar Mitzvah Boy,Musical
Q4283219,Selena Forever,Musical
Q4302017,Monte Cristo,Musical
Q432351,Stop the World – I Want to Get Off,Musical
Q4359801,Lute Song,Musical
Q4445642,TODD,Musical
Q446174,Dirty Dancing,Musical
Q4481121,The Fantasticks,Musical
Q4531040,Passion,Musical
Q4549880,1491,Musical
Q4549881,1492 Up to Date,Musical
Q4551092,1600 Pennsylvania Avenue,Musical
Q4553152,1776,Musical
Q4642936,"70, Girls, 70",Musical
Q4646461,9 to 5 (musical),Musical
Q4647013,A... My Name Is Alice,Musical
Q465082,American Idiot,Musical
Q465091,The Jungle Book,Musical
Q4655653,A Broadway Musical,Musical
Q4655864,A Chinese Honeymoon,Musical
Q4655897,A Christmas Carol,Musical
Q4655947,A Class Act,Musical
Q4656142,A Country Girl,Musical
Q4656239,A Dangerous Maid,Musical
Q4656300,A Day in Hollywood / A Night in the Ukraine,Musical
Q4656656,A Family Affair,Musical
Q4656903,A Gaiety Girl,Musical
Q4657144,A Grand Night for Singing,Musical
Q4657182,A Greek Slave,Musical
Q4657524,A Joyful Noise,Musical
Q4657604,A Kurt Weill Cabaret,Musical
Q4658102,A Man of No Importance,Musical
Q4658467,A New Brain,Musical
Q4658573,A Night Out,Musical
Q4658713,A Party with Betty Comden and Adolph Green,Musical
Q4659310,A Runaway Girl,Musical
Q4659582,A Slice of Saturday Night,Musical
Q4659707,"A Song to Sing, O",Musical
Q4659811,A Stoop on Orchard Street,Musical
Q4659960,A Tale of Two Cities,Musical
Q4660153,A Time for Singing,Musical
Q4660289,A Tree Grows in Brooklyn,Musical
Q4660342,A Trip to Chinatown,Musical
Q4660422,A Very Potter Senior Year,Musical
Q4660426,A Very Potter Sequel,Musical
Q4660775,A Wonderful Life,Musical
Q4660865,A Year with Frog and Toad,Musical
Q4666363,Abe,Musical
Q4670747,Abyssinia,Musical
Q4672947,ACE,Musical
Q4674541,Acorn Antiques: The Musical!,Musical
Q4678609,Adam,Musical
Q4681162,Adding Machine,Musical
Q4681864,Adele,Musical
Q4684529,Adonis,Musical
Q4689047,Afgar,Musical
Q4690612,After the Ball,Musical
Q469604,Of Thee I Sing,Musical
Q4697240,Ain't Misbehavin',Musical
Q4697295,Ain't Supposed to Die a Natural Death,Musical
Q4705486,Aladdin,Musical
Q470631,A padlás,Musical
Q4726192,Alice in Wonderland,Musical
Q4727453,Alive and Kicking,Musical
Q4728526,All About Us,Musical
Q4730120,All the Fun of the Fair,Musical
Q4731371,Allegiance,Musical
Q4731413,Allegro,Musical
Q4742376,Amen Corner,Musical
Q4742596,America's Sweetheart,Musical
Q4747995,Amour,Musical
Q4749777,An American Tragedy,Musical
Q4749818,An Artist's Model,Musical
Q4749964,An Evening with Jerry Herman,Musical
Q4750178,An Officer and a Gentleman,Musical
Q4753455,And the World Goes 'Round,Musical
Q4762061,Angel,Musical
Q4766086,Ankles Aweigh,Musical
Q4767141,Anna Karenina,Musical
Q4768106,Anne & Gilbert,Musical
Q4768925,Anne of Green Gables – The Musical,Musical
Q4769451,Annie Warbucks,Musical
Q4778194,Anya,Musical
Q4778265,Anyone Can Whistle,Musical
Q4788480,Are You With It?,Musical
Q4795637,Around the World,Musical
Q4803025,As Thousands Cheer,Musical
Q4803078,As the Girls Go,Musical
Q4812324,At Home Abroad,Musical
Q4812493,At the Drop of Another Hat,Musical
Q4812494,At the Drop of a Hat,Musical
Q4821943,Aunt Bam's Place,Musical
Q4838185,Baby,Musical
Q4838332,Baby It's You!,Musical
Q4839476,Back to the 80s,Musical
Q4840206,Bad Boy Johnny and the Prophets of Doom,Musical
Q4840294,Bad Girls: The Musical,Musical
Q4840983,Badjelly's Bad Christmas,Musical
Q4848929,Bajour,Musical
Q4849213,Baker Street,Musical
Q4851919,Ballroom,Musical
Q4855849,Banjo Eyes,Musical
Q4859442,Barbarella,Musical
Q4860853,Bark! The Musical,Musical
Q4862013,Barnum,Musical
Q4869022,Bathhouse: The Musical!,Musical
Q4869620,Bats,Musical
Q4875678,Beach Blanket Babylon,Musical
Q4877849,Beautiful and Damned,Musical
Q4877908,Beauty World,Musical
Q4879874,Been So Long,Musical
Q4880608,Beguiled Again,Musical
Q4880850,Behind the Iron Mask,Musical
Q4885676,Ben Franklin in Paris,Musical
Q4892379,Berlin,Musical
Q4893807,Bernarda Alba,Musical
Q4896169,Besame Mucho El Musical,Musical
Q4898694,Betty,Musical
Q4898724,Betty Blue Eyes,Musical
Q4899963,Beyond Eden,Musical
Q4904852,Big (musical),Musical
Q4905564,Big Deal,Musical
Q4906210,Big River,Musical
Q4911771,Billboards,Musical
Q4911989,Billion Dollar Baby,Musical
Q4912084,Billy,Musical
Q4912213,Billy Bishop Goes to War,Musical
Q4913107,Billy Noname,Musical
Q4916098,Birds of Paradise,Musical
Q4922205,Black and Blue,Musical
Q4922546,Blackbeard,Musical
Q4922598,Blackbirds of 1933,Musical
Q4926209,Bless the Bride,Musical
Q4926937,Blitz!,Musical
Q4928055,Bloody Bloody Andrew Jackson,Musical
Q4928196,Bloomer Girl,Musical
Q4930212,Bluebell in Fairyland,Musical
Q4930528,Blues in the Night,Musical
Q4940553,Bombay Dreams,Musical
Q4942267,Bonnie & Clyde,Musical
Q4942768,Boobs! The Musical,Musical
Q4942863,Boogie Nights,Musical
Q4952043,BoyBand the Musical,Musical
Q4952097,Boy Meets Boy,Musical
Q4956302,Bran Nue Dae,Musical
Q4958446,Bravo Giovanni,Musical
Q4959470,Breakfast at Tiffany's,Musical
Q4959779,Breast Wishes,Musical
Q4966724,Bridget Jones' Diary,Musical
Q4967444,"Bright Lights, Big City",Musical
Q4967456,Bright Lights of 1944,Musical
Q4968241,Bring Back Birdie,Musical
Q4968283,Bring It On,Musical
Q4968327,"Bring in 'da Noise, Bring in 'da Funk",Musical
Q4972373,Broadway: Three Generations,Musical
Q4974738,Brooklyn,Musical
Q4976735,Brownstone,Musical
Q4982269,Bubbling Brown Sugar,Musical
Q4983029,Bucket of Blood,Musical
Q498325,Zorba,Musical
Q4986253,Bugs Bunny on Broadway,Musical
Q4992002,"You're a Good Man, Charlie Brown",Musical
Q4996867,Bullets and Daffodils,Musical
Q5001980,Busker Alley,Musical
Q5002317,But Never Jam Today,Musical
Q5003799,By Jupiter,Musical
Q5003847,By the Beautiful Sea,Musical
Q5003861,By the Hand of the Father,Musical
Q5016299,Caddie Woodlawn,Musical
Q5018448,Calamity Jane (A Musical Western),Musical
Q5021345,Caligula,Musical
Q5021507,Call Girl the Musical,Musical
Q5024328,Calvin Berger,Musical
Q5026632,Camille Claudel,Musical
Q5033701,Canterbury Tales,Musical
Q5036718,Captain Louie,Musical
Q5038996,Careless Rapture,Musical
Q5043344,Carmelina,Musical
Q5043627,Carmen up to Data,Musical
Q5044949,"Caroline, or Change",Musical
Q5046194,Carrie,Musical
Q5050603,Castles in the Air,Musical
Q5051669,Catch My Soul,Musical
Q5057623,Celebration,Musical
Q5069942,Champeen,Musical
Q5071581,Chang & Eng,Musical
Q5073225,Chaplin,Musical
Q5073226,Chaplin,Musical
Q5084919,Charlie Girl,Musical
Q5085742,Charlie and Algernon,Musical
Q5085750,Charlie and the Chocolate Factory the Musical,Musical
Q5085789,Charlotte's Web,Musical
Q5098152,Children's Letters to God,Musical
Q5098428,Children of Eden,Musical
Q509853,The Unsinkable Molly Brown,Musical
Q5102192,Chita Rivera: The Dancer's Life,Musical
Q5102530,Chitty Chitty Bang Bang,Musical
Q5105275,Chorus Girls,Musical
Q5114037,Chronicle of a Death Foretold,Musical
Q5115121,Chu Chem,Musical
Q5115126,Chu Chin Chow,Musical
Q5116417,Song of Chun Hyang,Musical
Q5116555,Church Basement Ladies,Musical
Q5120410,Cinder Ellen up too Late,Musical
Q5120445,"Cinderella and the Prince, or The Castle of Heart's Desire",Musical
Q5120471,Cindy,Musical
Q5132818,Cliff – The Musical,Musical
Q5135144,Clorindy: The Origin of the Cakewalk,Musical
Q5135390,Closer Than Ever,Musical
Q5136566,Clue,Musical
Q5137410,Co-Ed Prison Sluts,Musical
Q5147521,Collits' Inn,Musical
Q5151145,Come Fly Away,Musical
Q5151280,Come Summer,Musical
Q5161364,Connect/Disconnect,Musical
Q5164799,Contact,Musical
Q5168822,Copperfield,Musical
Q5169535,Coraline,Musical
Q5175718,Cotton Patch Gospel,Musical
Q5179476,Cowardy Custard,Musical
Q5183640,Creature from the Black Lagoon: The Musical,Musical
Q5184559,Crest of the Wave,Musical
Q5190370,Cry-Baby,Musical
Q5190426,Cry for Us All,Musical
Q5195606,Curtains,Musical
Q5200575,Cyrano,Musical
Q5200580,Cyrano de Bergerac The Musical,Musical
Q5208001,Daddy Cool,Musical
Q5212184,Dames at Sea,Musical
Q5215222,Dance a Little Closer,Musical
Q5215332,Dance with Me,Musical
Q5215434,Dancin',Musical
Q5223943,Darling of the Day,Musical
Q5228783,Jane Eyre,Musical
Q5246842,Dear Edwina,Musical
Q5246944,Dear World,Musical
Q5246982,Dearest Enemy,Musical
Q5247220,Death Takes a Holiday,Musical
Q5247912,Debbie Does Dallas: The Musical,Musical
Q5264943,Desperate Measures,Musical
Q5265036,Dessa Rose,Musical
Q5265429,Destry Rides Again,Musical
Q5275312,Different Times,Musical
Q5281537,Disco Inferno,Musical
Q5282394,Disney's My Son Pinocchio: Geppetto's Musical Tale,Musical
Q5284102,Divine Lust,Musical
Q5284669,"Divorce Me, Darling!",Musical
Q5286034,Do I Hear a Waltz?,Musical
Q5286211,Do Re Mi,Musical
Q5287444,Doctor Who Live,Musical
Q5287480,Doctor Zhivago,Musical
Q5289649,Dolphin Show,Musical
Q5291478,"Don't Bother Me, I Can't Cope",Musical
Q5291908,Don't Step on My Olive Branch,Musical
Q5296757,Donnybrook!,Musical
Q5297167,Doonesbury,Musical
Q5304377,Dr. Seuss' How the Grinch Stole Christmas! The Musical,Musical
Q5304680,Dracula: A Chamber Musical,Musical
Q5304725,Dracula the Musical,Musical
Q5305923,Drat! The Cat!,Musical
Q5306450,Dream Street,Musical
Q5306531,Dreamboats and Petticoats,Musical
Q5306785,Dreamtime,Musical
Q5311690,Dude,Musical
Q5313313,"Dulcamara, or the Little Duck and the Great Quack",Musical
Q5317222,Dusty – The Original Pop Diva,Musical
Q5331285,Eating Raoul,Musical
Q5337823,Edges,Musical
Q5359849,Elf (musical),Musical
Q5362027,Elixier,Musical
Q5368161,Elvis,Musical
Q5395530,Mentiras,Musical
Q5405380,Eubie!,Musical
Q5415790,Evangeline,Musical
Q5416624,Evening Primrose,Musical
Q5418377,Evie and the Birdman,Musical
Q5419230,Exactly Like You,Musical
Q5428397,Face the Music,Musical
Q5429172,Fade Out – Fade In,Musical
Q5432756,Falsettoland,Musical
Q5432757,Falsettos,Musical
Q5433698,Fancy Nancy the Musical,Musical
Q5437165,Fat Camp,Musical
Q5438285,Faust up to date,Musical
Q5442503,Fellowship!,Musical
Q5450316,Fings Ain't Wot They Used T'Be,Musical
Q5451310,Fire,Musical
Q5453150,First Lady Suite,Musical
Q5455960,Five Guys Named Moe,Musical
Q5457609,Flashdance the Musical,Musical
Q5460450,Flora the Red Menace,Musical
Q5462401,Floyd Collins,Musical
Q5463380,Flying Colors,Musical
Q5463447,Flying High,Musical
Q5464716,Follow That Girl,Musical
Q5464720,Follow Thru,Musical
Q5464752,Follow the Girls,Musical
Q5467300,Forbidden Broadway,Musical
Q5467307,Forbidden Broadway: Special Victims Unit,Musical
Q5467310,Forbidden Broadway Goes to Rehab,Musical
Q5467318,Forbidden City: Portrait of An Empress,Musical
Q5469383,Forever Dusty,Musical
Q5469434,Forever Plaid,Musical
Q5471259,Fort Griffin Fandangle,Musical
Q5472933,Forty-five Minutes from Broadway,Musical
Q5473436,Fosse,Musical
Q5490675,"Frankenstein, or The Vampire's Victim",Musical
Q5500184,Free as Air,Musical
Q5518033,"Galatea, or Pygmalion Reversed",Musical
Q5521525,Gantry,Musical
Q5533716,Gentleman Joe,Musical
Q5541913,George M!,Musical
Q5541930,George M. Cohan Tonight!,Musical
Q5548483,Georgy,Musical
Q5557054,Ghost Brothers of Darkland County,Musical
Q5558345,Giant,Musical
Q5558372,Giant Green Lizard! The Musical,Musical
Q5558380,Giant Killer Shark: The Musical,Musical
Q5566509,Glam Slam Ulysses,Musical
Q5566557,Glamorous Night,Musical
Q5574561,Go-Bang,Musical
Q5576283,Goddess Wheel,Musical
Q5577856,Going Up,Musical
Q5579229,Golden Boy,Musical
Q5579233,Golden Boy of the Blue Ridge,Musical
Q5579729,Golden Rainbow,Musical
Q5580199,Goldilocks,Musical
Q5581576,Gone Missing,Musical
Q5581647,Gone with the Wind,Musical
Q5583052,Good Vibrations,Musical
Q5583632,Goodtime Charley,Musical
Q559584,Man of La Mancha,Musical
Q5604916,Greenwillow,Musical
Q5608162,Grey Gardens,Musical
Q5609387,Grind,Musical
Q5621714,Gutenberg! The Musical!,Musical
Q5641786,Half a Sixpence,Musical
Q5642856,"Hallelujah, Baby!",Musical
Q5651013,Hansel and Gretel,Musical
Q5652861,Happy Hunting,Musical
Q5652949,Happy New Year,Musical
Q5658650,Harlequin Cock Robin and Jenny Wren,Musical
Q566892,Annie,Musical
Q566949,Annie Get Your Gun,Musical
Q5683045,Havana,Musical
Q5687899,Hazel Flagg,Musical
Q5694229,Heathers: The Musical,Musical
Q5694930,Heavens Cafe,Musical
Q5708822,"Hello Muddah, Hello Faddah!",Musical
Q5716902,"Henry, Sweet Henry",Musical
Q5732227,Her First Roman,Musical
Q5736737,Here's Love,Musical
Q5736747,Here's Where I Belong,Musical
Q5754993,High Button Shoes,Musical
Q5757085,High Spirits,Musical
Q579927,Spring Awakening,Musical
Q583612,The Rocky Horror Show,Musical
Q5871540,Hit the Deck,Musical
Q5879111,Hold Everything!,Musical
Q5882870,Hollywood Pinafore,Musical
Q5893893,Honeymoon in Vegas,Musical
Q5896336,Honk!,Musical
Q5898497,Hooray for What!,Musical
Q5898999,Hope! – Das Obama Musical,Musical
Q5909968,Hot Feet,Musical
Q5910353,Hot Shoe Shuffle,Musical
Q5910410,Hot Spot,Musical
Q5913328,Houp La!,Musical
Q5918043,"How Now, Dow Jones",Musical
Q5965966,I'll Say She Is,Musical
Q5966261,I'm Getting My Act Together and Taking It on the Road,Musical
Q5977051,I Dream,Musical
Q5977071,I Dreamed a Dream,Musical
Q5977435,I Had a Ball,Musical
Q5978151,I Love My Wife,Musical
Q5978796,I Remember Mama,Musical
Q5989287,Idol: The Musical,Musical
Q5990424,"If I Embarrass You, Tell Your Friends",Musical
Q599053,Redhead,Musical
Q6000644,Illyria,Musical
Q6002750,Imagine Tap,Musical
Q6002776,Imagine This,Musical
Q6009269,In Dahomey,Musical
Q6009506,In Gay New York,Musical
Q6011032,In Town,Musical
Q6035511,Más de 100 mentiras,Musical
Q6037861,Inside U.S.A.,Musical
Q603962,The Boy from Oz,Musical
Q6069273,Hisseli Harikalar Kumpanyası,Musical
Q6072448,Iron Curtain,Musical
Q6077532,Isabel's a Jezebel,Musical
Q6091141,It's a Hardbop Life,Musical
Q6091534,It Ain't Nothin' But the Blues,Musical
Q6108124,JFK: A Musical Drama,Musical
Q6110057,Jabberwocky,Musical
Q611626,Grease,Musical
Q6116812,Jackpot,Musical
Q6171502,Jean Seberg,Musical
Q6176876,Jelly's Last Jam,Musical
Q6177933,Jennie,Musical
Q6182190,Jerico-Jim Crow,Musical
Q6183144,Jerry's Girls,Musical
Q6184479,Jerry Springer: The Opera,Musical
Q6199425,Jimmy!,Musical
Q6201276,Jimmy Shine,Musical
Q6217429,John & Jen,Musical
Q6224967,Wild Side Story,Musical
Q6249967,John Murray Anderson's Almanac,Musical
Q625282,"Promises, Promises",Musical
Q625785,1827 Infernal Musical,Musical
Q6266296,Johnny Baseball,Musical
Q6266982,Johnny Johnson,Musical
Q6267515,Johnny Pye and the Fool-Killer,Musical
Q6269041,Joined At The Heart,Musical
Q6270146,Jolson,Musical
Q6270148,Jolson Tonight,Musical
Q6299585,Juan Darién: A Carnival Mass,Musical
Q6304293,Judy's Scary Little Christmas,Musical
Q6314034,Juno,Musical
Q6316365,Just So,Musical
Q6374977,Kat and the Kings,Musical
Q6382143,Kean,Musical
Q6382311,Keating!,Musical
Q6383037,Keep Off the Grass,Musical
Q6385919,Kelly,Musical
Q6404431,Kid Boots,Musical
Q6411075,King's Rhapsody,Musical
Q6411369,King Cotton,Musical
Q6411426,King David,Musical
Q6411807,King Kong,Musical
Q6412211,King of Cadonia,Musical
Q6412248,King of Hearts,Musical
Q6413943,Kinky Boots,Musical
Q6417242,Kissing Time,Musical
Q6421796,Knat Scatt Private Eye,Musical
Q6450114,Kwamina,Musical
Q6461595,La Cava,Musical
Q6463318,La La Lucille,Musical
Q6464497,La Plume de Ma Tante,Musical
Q6465330,La Strada,Musical
Q6465863,La Vivandière,Musical
Q6495325,Late Nite Comic,Musical
Q6508579,Leader of the Pack,Musical
Q6509938,Leap of Faith,Musical
Q6518685,Legs Diamond,Musical
Q6522311,Lend Me A Tenor,Musical
Q6522814,Lennon,Musical
Q6529886,Les Poupées de Paris,Musical
Q6532313,Let's Face It!,Musical
Q6532701,Let It Be,Musical
Q6532790,Let It Ride,Musical
Q6532934,Let My People Come,Musical
Q6533599,Letter to Harvey Milk,Musical
Q6533726,Letters from Lehrer,Musical
Q653435,Blondel,Musical
Q653753,Miss Saigon,Musical
Q6538597,Li'l Abner,Musical
Q6544726,Life Begins at 8:40,Musical
Q6544755,Life Could Be a Dream,Musical
Q6545260,Life of the Party,Musical
Q656057,Sister Act,Musical
Q656285,Chicago,Musical
Q656332,Thoroughly Modern Millie,Musical
Q6577812,My Jerusalem,Musical
Q6650018,Little Fish,Musical
Q6650366,Little House on the Prairie,Musical
Q6650493,Little Jack Sheppard,Musical
Q6650560,Little Johnny Jones,Musical
Q6651124,Little Nellie Kelly,Musical
Q6652326,Little Tramp,Musical
Q6652684,Little by Little,Musical
Q6665260,Lock Up Your Daughters,Musical
Q6668903,"Lolita, My Love",Musical
Q6670191,London Calling!,Musical
Q6670711,London Road,Musical
Q6671446,Lone Star Love,Musical
Q6675184,Look to the Lilies,Musical
Q6680327,Lorelei,Musical
Q6683579,Loserville,Musical
Q6683778,"Lost, Strayed or Stolen",Musical
Q6689252,Louisiana Purchase,Musical
Q6690065,"Love, Janis",Musical
Q6690081,"Love, Linda: The Life of Mrs. Cole Porter",Musical
Q6690180,LoveMusik,Musical
Q6690960,Love Life,Musical
Q6691370,Love Story,Musical
Q6692126,Lovelace: A Rock Musical,Musical
Q6692282,"Lovely Ladies, Kind Gentlemen",Musical
Q6698030,Lucky Stiff,Musical
Q6704006,Lunch with Marlene,Musical
Q6705244,Lust 'n Rust,Musical
Q6711602,Lāčplēsis,Musical
Q6726266,Madame Aphrodite,Musical
Q6729845,Magdalena: a Musical Adventure,Musical
Q6730231,Maggie Flynn,Musical
Q6730278,Maggie May,Musical
Q673893,Saturday Night Fever,Musical
Q6739660,Making Tracks,Musical
Q6745222,Mam'zelle Champagne,Musical
Q6745259,"Mama, I Want to Sing!",Musical
Q6746479,Man with a Load of Mischief,Musical
Q6756900,March of the Falsettos,Musical
Q6763484,Marilyn: An American Fable,Musical
Q6770073,Mark Twain: The Musical,Musical
Q6772000,Marlowe,Musical
Q6772858,Marriage a la Carte,Musical
Q6777347,Marty,Musical
Q6785948,Matador,Musical
Q6785959,Matador,Musical
Q6794281,Mavourneen,Musical
Q6796613,May Wine,Musical
Q6797624,Mayor,Musical
Q6798036,Maytime,Musical
Q6803026,Me and Bessie,Musical
Q6803048,Me and My Dick,Musical
Q6805206,"Medea, the Musical",Musical
