WikiID,Entity,Type
Q6843399,Midwest Junior Hockey League,Sports League
Q6843417,Midwest Prep Hockey League,Sports League
Q6863635,Mindanao Visayas Basketball Association,Sports League
Q6867971,Minneapolis City Conference,Sports League
Q6868132,Minnesota-Wisconsin League,Sports League
Q6868340,Minnesota Junior Hockey League,Sports League
Q687364,North Northumberland Football League,Sports League
Q6879031,Mississippi-Ohio Valley League,Sports League
Q6879352,Mississippi Valley League,Sports League
Q6879723,Missouri State League,Sports League
Q6884444,Miyazaki Phoenix League,Sports League
Q6884702,Mizoram Premier League,Sports League
Q688866,National League (ice hockey),Sports League
Q6905161,Montenegrin Second League of Women's Handball,Sports League
Q6905342,Monterey Peninsula Soccer League,Sports League
Q690691,National Basketball League of Canada,Sports League
Q690745,Alpenliga,Sports League
Q6913030,Mornington Peninsula Nepean Football League,Sports League
Q6914783,Mortlock Football League,Sports League
Q692009,Superettan,Sports League
Q6932053,Mug Race,Sports League
Q6935282,Mumbai Football League,Sports League
Q6936947,Munster Senior League,Sports League
Q6938470,Murgitroyd Twenty20,Sports League
Q6939236,Murray Football Netball League,Sports League
Q6952237,NAIA Men's Basketball Championships,Sports League
Q6952244,NAIA Women's Basketball Championships,Sports League
Q6952908,NCAA Bowling Championship,Sports League
Q6952910,NCAA Cheerleading Competition,Sports League
Q6952920,NCAA Division III women's ice hockey,Sports League
Q6952974,NCAA Men's Division III Volleyball Championship,Sports League
Q6952996,NCAA Men's Division I Indoor Track and Field Championships,Sports League
Q6953001,NCAA Rowing Championship,Sports League
Q6953100,NCC Philippines,Sports League
Q6953234,NCU Senior League,Sports League
Q6955402,NSW Tertiary Student Rugby League,Sports League
Q6956088,NYPD Cricket League,Sports League
Q6958388,Nagaland Premier League,Sports League
Q6959814,Naismith Cup,Sports League
Q696747,Slohokej League,Sports League
Q696773,Interliga,Sports League
Q6970306,National Alliance of Basketball Leagues,Sports League
Q6970335,National Amateur Cup,Sports League
Q6970816,National Athletic Basketball League,Sports League
Q6970934,National Basketball Association Cheerleading,Sports League
Q6970944,National Basketball Conference,Sports League
Q6970945,National Basketball League,Sports League
Q6970947,National Basketball League,Sports League
Q6970948,National Basketball League,Sports League
Q6971110,National Bowling League,Sports League
Q6971183,National Camogie League,Sports League
Q6971251,National Capital Baseball League,Sports League
Q6971253,National Capital Junior Hockey League,Sports League
Q6971448,National Cheerleaders Association,Sports League
Q6971483,National Christian College Athletic Association,Sports League
Q6971591,National College Lacrosse League,Sports League
Q6971608,National Collegiate Athletic Association (Philippines) South,Sports League
Q6971637,National Colored Base Ball League,Sports League
Q697212,Taiwan Major League,Sports League
Q6972330,National Dodgeball League,Sports League
Q6972733,National Football League,Sports League
Q6973516,National Industrial Basketball League,Sports League
Q6973948,National Lacrosse Conference,Sports League
Q6973949,National Lacrosse League (1974–75),Sports League
Q6974042,National League,Sports League
Q6974047,National League 2 North,Sports League
Q6974048,National League 2 South,Sports League
Q6975027,National Premier Leagues,Sports League
Q6975029,National Professional Soccer League,Sports League
Q6978139,National Roller Derby League,Sports League
Q6978142,National Rookie League,Sports League
Q6978475,National Soccer League,Sports League
Q6978479,National Soccer League,Sports League
Q6978481,National Soccer League of New York,Sports League
Q6978482,National Soccer Youth League,Sports League
Q6978677,National Star Soccer League,Sports League
Q6978762,National Summer Soccer League,Sports League
Q6978954,National Touch League,Sports League
Q6979438,National Women's Lacrosse League,Sports League
Q6984486,Neath & District League,Sports League
Q6984785,Nebraska State League,Sports League
Q6987577,Negro American League,Sports League
Q6987609,Negro National League,Sports League
Q6987611,Negro National League,Sports League
Q6987622,Negro Southern League,Sports League
Q6991380,Nemzeti Bajnokság I/B,Sports League
Q700389,Austrian National League,Sports League
Q700393,Austrian Oberliga,Sports League
Q7005805,New Brunswick Junior C Hockey League,Sports League
Q7005806,New Brunswick Junior B Hockey League,Sports League
Q7007209,New England Collegiate Baseball League,Sports League
Q7011093,New Providence Football League,Sports League
Q7011743,New South Wales Major League,Sports League
Q7011786,New South Wales State Basketball League,Sports League
Q7011796,New South Wales Suburban Rugby Union,Sports League
Q7012963,New York-New Jersey League,Sports League
Q7013470,New York Emperors Stickball League,Sports League
Q7017471,Newcastle Roller Derby League,Sports League
Q7017474,Newcastle Rugby League,Sports League
Q7017862,Newfoundland Senior Hockey League,Sports League
Q7017882,Newfoundland and Labrador Challenge Cup,Sports League
Q7018463,Newman National Football League,Sports League
Q7019067,Newport and District Football League,Sports League
Q7023581,Niagara & District Junior C Hockey League,Sports League
Q7032803,Nigeria Amateur League Division Two,Sports League
Q7050246,Noralta Junior Hockey League,Sports League
Q7053625,North & Mid-Herts Football League,Sports League
Q7053709,North American 3 Hockey League,Sports League
Q7053796,North American Lacrosse League,Sports League
Q7053843,North American Poker Tour,Sports League
Q7053871,North American Soccer Football League,Sports League
Q7053901,North American Women's Baseball League,Sports League
Q7053991,North Atlantic League,Sports League
Q7054327,North Bucks & District Football League,Sports League
Q7054863,North Coast League,Sports League
Q7054872,North Coast Soccer League,Sports League
Q7055226,North East Professional Hockey League,Sports League
Q7055230,North East Regional Women's Football League,Sports League
Q7055233,North East Rugby League,Sports League
Q7055253,North Eastern Alberta Junior B Hockey League,Sports League
Q7055266,North Eastern Football League,Sports League
Q7055273,North Eastern League,Sports League
Q7055537,North Hants League,Sports League
Q7055594,North Hertfordshire League,Sports League
Q7056296,North Peace Hockey League,Sports League
Q7057117,North Vietnam V-League,Sports League
Q7057147,North Wales Coast League,Sports League
Q7057255,North West Football Union,Sports League
Q7057262,North West Junior Hockey League,Sports League
Q7057279,North West Men's League,Sports League
Q7057348,North Western Football Association,Sports League
Q7057929,Northeast League,Sports League
Q7058255,Northern Combination Women's Football League,Sports League
Q7058353,Northern Football League,Sports League
Q7058354,Northern Football League,Sports League
Q7058508,Northern Ireland Intermediate League,Sports League
Q7058595,Northern Junior Hockey League,Sports League
Q7058612,Northern Lakes League,Sports League
Q7058619,Northern League,Sports League
Q7058693,Northern Maine League,Sports League
Q7058834,Northern Pacific Hockey League,Sports League
Q7058933,Northern Rivers Regional Rugby League,Sports League
Q7059020,Northern Tasmanian Football League,Sports League
Q7059035,Northern Territory Football League,Sports League
Q7059044,Northern Territory Rugby League,Sports League
Q7059123,Northern Virginia Independent Athletic Conference,Sports League
Q7059128,Northern Virginia Scholastic Hockey League,Sports League
Q7060092,Pacific Coast International League,Sports League
Q7060502,Northwoods League,Sports League
Q7064132,Nova Scotia Junior C Hockey League,Sports League
Q7064235,Nova Scotia Senior Baseball League,Sports League
Q7072632,OK Liga Femenina,Sports League
Q7072643,OLA Senior B Lacrosse League,Sports League
Q7073132,OUEA,Sports League
Q7077841,Odisha First Division League,Sports League
Q7080721,Ohio-Indiana League,Sports League
Q7080844,Ohio League,Sports League
Q7080919,Ohio State League,Sports League
Q7082096,Oklahoma-Arkansas-Kansas League,Sports League
Q7082097,Oklahoma-Kansas League,Sports League
Q7082370,Oklahoma State League,Sports League
Q7089525,Oman Basketball League,Sports League
Q7094593,Ontario Amateur Softball Association,Sports League
Q7094605,Ontario Australian Football League,Sports League
Q7094607,Ontario Australian Football League Division 2,Sports League
Q7094798,Ontario Junior A Lacrosse League,Sports League
Q7094799,Ontario Junior B Lacrosse League,Sports League
Q7094887,Ontario Rugby Football Union,Sports League
Q7105325,Oryx Cup,Sports League
Q7111864,Outback Rugby League,Sports League
Q7113348,Ovens & Murray Football League,Sports League
Q7115445,Oxford Rugby League,Sports League
Q7118384,PBA Developmental League,Sports League
Q7120686,PSL Reserve League,Sports League
Q7122299,Pacific Association of Professional Baseball Clubs,Sports League
Q7122382,Pacific Coast Professional Basketball League,Sports League
Q7122527,Pacific Junior Hockey League,Sports League
Q7122578,Pacific Northwest Collegiate Lacrosse League,Sports League
Q7122584,Pacific Northwest Hockey League,Sports League
Q7122695,Pacific Southwest Baseball League,Sports League
Q7122699,Pacific Southwest Hockey League,Sports League
Q7122763,Pacific West Baseball League,Sports League
Q7125544,Pakistan Champions Cricket League,Sports League
Q7127306,Palestine League,Sports League
Q7129607,Pan American Junior Championship,Sports League
Q7133165,Papua New Guinea Rugby Football League,Sports League
Q7158798,Pecos League,Sports League
Q7160216,Peel Football League,Sports League
Q7163630,Pennsylvania-Ohio-Maryland League,Sports League
Q7163632,Pennsylvania-West Virginia League,Sports League
Q7164183,Pennsylvania State Association,Sports League
Q7164194,Pennsylvania State League,Sports League
Q7167984,Perfect Game Collegiate Baseball League,Sports League
Q7169903,Perry Street and District League,Sports League
Q717428,Super Basketball League,Sports League
Q7175421,Peter Leitch QSM Challenge Trophy,Sports League
Q7178043,Peterborough and District Football League,Sports League
Q717976,Chinese Professional Baseball League,Sports League
Q7182640,Philadelphia Catholic League,Sports League
Q7184991,Philippine Basketball League,Sports League
Q7191044,Picola & District Football Netball League,Sports League
Q7191523,Piedmont League,Sports League
Q7193938,Pilgrim Lacrosse League,Sports League
Q7194190,Pillow Fight League,Sports League
Q7196669,Pioneer Collegiate Lacrosse League,Sports League
Q7201070,Basketligan dam,Sports League
Q7205884,Plymouth and West Devon Combination Football League,Sports League
Q7228035,Ponta Delgada Football Association,Sports League
Q7230755,Port Lincoln Football League,Sports League
Q7230968,Port Talbot Football League,Sports League
Q7232619,Portuguese Beach Soccer League,Sports League
Q7232642,Portuguese Handball Second Division,Sports League
Q7237871,Prairie Gold Lacrosse League,Sports League
Q7237913,Prairie Junior Hockey League,Sports League
Q7237924,Prairie League,Sports League
Q7240272,Premier Arena Soccer League,Sports League
Q7240284,Premier Calendar,Sports League
Q7240348,Premier league women,Sports League
Q7242522,Priaulx League,Sports League
Q7243270,Prime League,Sports League
Q7243417,Primera División de Baloncesto,Sports League
Q724353,NFL Europe,Sports League
Q7243900,Prince Edward Island Junior C Hockey League,Sports League
Q724525,Colonial Athletic Association,Sports League
Q7247985,Professional Indoor Football League,Sports League
Q7247986,Professional Inline Hockey Association Minor League,Sports League
Q7247988,Professional Inline Hockey Association Pro Division,Sports League
Q7247995,Professional Lacrosse League,Sports League
Q7248036,Professional Spring Football League,Sports League
Q7250778,Prospect League,Sports League
Q7252662,Provincial League,Sports League
Q7252663,Provincial League,Sports League
Q7252664,Provincial League,Sports League
Q7252689,Provincial Women's Hockey League,Sports League
Q7253211,Prva HNL Academy,Sports League
Q7258794,Puerto Rico Tip-Off,Sports League
Q7259773,Puma Trophy,Sports League
Q7260519,Punta Del Este Sevens,Sports League
Q7267103,Qatar Futsal League,Sports League
Q7268031,Qods League,Sports League
Q7269753,Quebec Bantam Football League,Sports League
Q7269779,Quebec Juvenile Football League,Sports League
Q7269813,Quebec Senior Football League,Sports League
Q7270901,Queensland Australian Football League,Sports League
Q7270907,Queensland Basketball League,Sports League
Q7270924,Queensland Country Championships,Sports League
Q7288601,Ram Slam T20 Challenge,Sports League
Q7295182,Caixabank Raspall League,Sports League
Q7305908,Redhill and District Saturday Football League,Sports League
Q7309005,Regional Basketball League,Sports League
Q7309061,Regional Football League,Sports League
Q7309155,Regional Sparkasse League,Sports League
Q7309260,Regionalliga Südwest from 1963 to 1974,Sports League
Q7309921,Reichsliga,Sports League
Q7313185,Renfrewshire Football League,Sports League
Q7332363,Riddell District Football League,Sports League
Q7338756,Riverview League,Sports League
Q7352094,Robertson Cup Championship Tournament,Sports League
Q7355384,Rockingham County Baseball League,Sports League
Q7355914,Rocky Mountain Lacrosse League,Sports League
Q7355915,Rocky Mountain League,Sports League
Q735616,National Basketball League,Sports League
Q735927,Liga Nacional de Futsal,Sports League
Q7368078,Rosebery Charity Cup,Sports League
Q7378141,Rugby-Regionalliga,Sports League
Q7378152,Rugby Canada National Junior Championship,Sports League
Q738154,Italian women's Premier Division (rugby union),Sports League
Q7383706,Ružica Meglaj-Rimac Cup,Sports League
Q7388514,SAFA Regional League,Sports League
Q7388516,SAFA U19 National League,Sports League
Q7389537,SEABA Championship for Women,Sports League
Q7389539,SEABA Under-18 Championship,Sports League
Q7395205,SWRU Premier League,Sports League
Q7414405,San Joaquin Valley League,Sports League
Q7420291,Santiago Island League,Sports League
Q7420294,Santiago Island League,Sports League
Q7425582,Saskatchewan Junior C Hockey League,Sports League
Q7425594,Saskatchewan Midget AAA Hockey League,Sports League
Q7425624,Saskatchewan Senior Hockey League,Sports League
Q7427148,Saudi Premier League,Sports League
Q7435591,Scotiabank National T20 Championship,Sports League
Q7435651,Scotland Rugby League,Sports League
Q7437618,Scottish Amateur Football League,Sports League
Q7437683,Scottish County Football League,Sports League
Q7437772,Scottish Handball League,Sports League
Q7437817,Scottish Junior Football League,Sports League
Q7437841,Scottish League Championship,Sports League
Q7437855,Scottish Men's Curling Championship,Sports League
Q7437865,Scottish National Cricket League,Sports League
Q7437869,Scottish National League,Sports League
Q7437870,Scottish National League Division Two,Sports League
Q7437871,Scottish National League Division One,Sports League
Q7437872,Scottish National League Division Three,Sports League
Q7437910,Scottish Premiership Division Three,Sports League
Q7437934,Scottish Regional League,Sports League
Q7437941,Scottish Reserve League,Sports League
Q7438035,Scottish Women's Curling Championship,Sports League
Q7439491,Scunthorpe & District Football League,Sports League
Q7440320,Seafair Cup,Sports League
Q7440730,Seamount League,Sports League
Q744103,Association of Volleyball Professionals,Sports League
Q7443251,Second Division Men,Sports League
Q7446392,Segunda División de Futsal,Sports League
Q7450696,Senior Professional Baseball Association,Sports League
Q7452850,Serbian Football League,Sports League
Q745287,Pacific League,Sports League
Q7454770,Serie A,Sports League
Q748212,Liga Occidental De Jalisco,Sports League
Q748389,UEFA Women's Champions League,Sports League
Q7488491,Shanghai Premier League,Sports League
Q7492794,Sheffield and Hallamshire County Senior Football League,Sports League
Q7496684,Shillong Premier League,Sports League
Q7504262,Shropshire Premier Cricket League,Sports League
Q750918,Mestis,Sports League
Q7513316,Siguria Superleague,Sports League
Q7523060,Singapore National Football League,Sports League
Q7523407,Sri Lanka Sevens,Sports League
Q752442,Liga ASOBAL,Sports League
Q7540512,Sligo Intermediate Football League,Sports League
Q7540513,Sligo Intermediate Football League Division 3,Sports League
Q7540519,Sligo Senior Football League (Division 1),Sports League
Q7540524,Sligo Senior Football League (Division 2),Sports League
Q7541843,Slovenian Women's Basketball League,Sports League
Q7541880,Slovenian Junior League,Sports League
Q755960,Korisliiga,Sports League
Q7562704,Sooner State League,Sports League
Q7563120,Sophomore League,Sports League
Q7565265,South-Central Triple A Hockey League,Sports League
Q7565795,South African Soccer League,Sports League
Q7565960,South American Half Marathon Championships,Sports League
Q7566096,Adelaide Footy League,Sports League
Q7566114,South Australian Grade Cricket League,Sports League
Q7566115,South Australian Gridiron Association,Sports League
Q7566158,South Australian Rugby League,Sports League
Q7566164,South Australian Women's Football League,Sports League
Q7566765,South Central League,Sports League
Q7566846,South Coast Australian Football League,Sports League
Q7567100,South East Australian Basketball League,Sports League
Q7567101,South East Australian Football League,Sports League
Q7567105,South East Combination Women's Football League,Sports League
Q7567108,South East Counties League,Sports League
Q7567150,South Eastern Manitoba Hockey League,Sports League
Q1001615,Joseph Bosch Building,Building
Q1001850,Buenos Aires Lawn Tennis Club,Building
Q10019258,Tianzhang Pavilion,Building
Q1003019,Building at 73 Mansion Street,Building
Q1004840,Bummerlhaus,Building
Q1006599,Bundesrealgymnasium Lessinggasse,Building
Q1006602,Bundesrealgymnasium Schuhmeierplatz,Building
Q1006845,Budapest Circus,Building
Q10069920,Olympic House,Building
Q1010647,Burg,Building
Q1011704,Mushroom,Building
Q1012721,Kranichberg Castle,Building
Q1013284,Burg Neuhaus,Building
Q1014961,Burggrafenturm,Building
Q1014962,Burggrafiat,Building
Q1015060,Burghof,Building
Q1015131,Burgmannenhaus Pavey,Building
Q1015247,Earnaness,Building
Q1017039,Burse zur Tulpe,Building
Q1017040,Burse (Tübingen),Building
Q1018291,Buxheimer Haus,Building
Q1018926,Bäckerei Selkmann Elsterwerda,Building
Q1019098,Baudenkmal,Building
Q1019162,Bärenschlössle,Building
Q1019196,Bärenzwinger,Building
Q1019986,Productenbörse,Building
Q1020211,Bølgen,Building
Q1020925,Bünzer Wassermühle,Building
Q1020996,Bürger-Kasino,Building
Q1021105,Bürgerhaus,Building
Q1021119,Bürgerhospital (Stuttgart),Building
Q1021213,Bürgermeister-Hintze-Haus,Building
Q1021338,Cruewell-Haus,Building
Q1021474,"Bürgerspital Baden, Lower Austria",Building
Q1021544,Bürglaß-Schlösschen,Building
Q1021576,Bürgl Hut,Building
Q1021645,office building,Building
Q1021647,Heerstraße 12–16 office building,Building
Q1021654,Bürohaus West,Building
Q1021690,Bürresheimer Hof,Building
Q1022929,Hubei University,Building
Q1023432,Detmolder Straße 6-10,Building
Q1025284,Cadmans Cottage,Building
Q1025502,Cafe Kies,Building
Q1025613,Café Hausberg,Building
Q10262414,Curitiba Trade Center,Building
Q10262910,municipal chamber of Niteroi,Building
Q10270210,Edificio Mythos,Building
Q10270215,Edifício Andorinha,Building
Q10270223,Eiffel Building,Building
Q10270224,Dumont-Adams Building,Building
Q10270225,Edifício Ely,Building
Q10270226,Edifício Esther,Building
Q10270231,Guinle Building,Building
Q10270237,Louvre Building,Building
Q10270241,Mandarim Building,Building
Q10270244,Mercury Building,Building
Q10270245,Matarazzo Building,Building
Q10270246,Montreal Building,Building
Q10270247,United Nations Building,Building
Q10270250,Edifício Ouro para o Bem de São Paulo,Building
Q10270251,Edifício Parnaso,Building
Q10270252,Edifício Prudência,Building
Q10270255,Saldanha Marinho Building,Building
Q10270258,Sampaio Moreira Building,Building
Q10270260,Building Over The Waves,Building
Q10270264,São Luís Gonzaga building,Building
Q10270276,Califórnia Building (São Paulo),Building
Q10274249,Colegio de San Nicolás de Bari,Building
Q10274311,Barnabé State School,Building
Q10274415,Escola Artística António Arroio,Building
Q10275730,Estação Elevatória a Vapor dos Barbadinhos,Building
Q10282992,Fluviário de Mora,Building
Q10283790,Forte de D. Pedro II de Caçapava,Building
Q10285727,Former Jewish school in Tučapy,Building
Q1028573,Torre de Calella de Palafrugell,Building
Q10286953,Chá Porto Formoso,Building
Q10287104,Fórum Ruy Barbosa,Building
Q10287823,Portuguese Library,Building
Q10288074,Galeria Olido,Building
Q1028808,Josefsstraße 12,Building
Q1028842,Villa Augusta,Building
Q10296614,Huairen Hall,Building
Q10296751,Word-worshipping Paper Incinerators,Building
Q10296797,Aldrich Bay Integrated Services Building,Building
Q10298650,"Hovstallet, Väpnargatan",Building
Q10300263,Igreja da Misericórdia,Building
Q10301166,Hall of Literary Glory,Building
Q1030178,Schloss Filseck,Building
Q10302845,Instituto de Filosofia e Ciências Humanas da Unicamp,Building
Q1031438,corn crib,Building
Q10314924,L'Essence Jardins,Building
Q1031925,Dover House,Building
Q10328801,Mercado de São Brás,Building
Q10333389,Museu Anjos Teixeira,Building
Q10333473,Farroupilha Museum,Building
Q10333493,Museu Geológico,Building
Q10333547,Museu Mineiro do Lousal,Building
Q10333556,Museu Municipal Carlos Reis,Building
Q10333566,Museu Municipal de Coruche,Building
Q10333579,Museu Municipal de Vila Franca de Xira,Building
Q10333586,"National Museum of Natural History and Science, Lisbon",Building
Q10333737,Convent of São Francisco,Building
Q10333771,Museu de Arte Popular,Building
Q10333920,Casa da Marquesa de Santos,Building
Q10333941,Museu do Trajo de São Brás de Alportel,Building
Q10343937,Palácio Duque de Caxias,Building
Q10343975,Palácio São Domingos,Building
Q10343986,Palácio da Cidade,Building
Q10344040,Palácio do Buriti,Building
Q10344057,Palácio dos Azulejos,Building
Q10344070,Post Office Palace,Building
Q10345378,Parque Temático da Madeira,Building
Q10346943,Pavilhão Carlos Lopes,Building
Q10346955,Pavilhão do Conhecimento,Building
Q10347007,Paço Municipal de Niterói,Building
Q10347022,Paço de Vilar de Perdizes,Building
Q10347037,Paços do Concelho da Sertã,Building
Q10347039,"City Hall, Vila Franca do Campo",Building
Q10350266,Planetário Calouste Gulbenkian,Building
Q10350880,Moinho de Vento da Arregata,Building
Q10350881,Odeceixe Windmill,Building
Q10353447,Praça das Esculturas,Building
Q10354813,Coutinho Building,Building
Q10359230,Renaissance São Paulo Hotel,Building
Q10359907,Restaurante Comercial,Building
Q10363650,Lisebergshjulet,Building
Q1036607,Carl-Theodor-Hof,Building
Q10368094,Farol Santander,Building
Q10369343,Procuradoria Geral da República,Building
Q10370955,Golden Business Center,Building
Q10372513,Sobradão,Building
Q10372735,Sociedade Harmonia de Tênis,Building
Q10377751,Tabuleiro na Baiana,Building
Q10378922,Theatro Sete de Abril,Building
Q10383777,Torre do Tombo,Building
Q10384674,Antiga Bolsa de Mercadorias de São Paulo,Building
Q1039219,Rokumeikan,Building
Q10397484,Asecs,Building
Q10400935,Adamsberg,Building
Q10401006,Adelcrantz palace,Building
Q10401111,Adelsköldska villan,Building
Q10401122,Adelswärdska huset,Building
Q10401443,Adolfsbergs sanatorium,Building
Q10403680,Aguéli museum,Building
Q10403714,Ahlbergska huset,Building
Q10404320,Albert Engström's studio,Building
Q10404624,Ale vikingagård,Building
Q10405169,Algutseryd,Building
Q10405294,Alingsås museum,Building
Q10405395,Alkvettern Manor,Building
Q10405629,"Allhuset, Stockholms universitet",Building
Q10405674,Allmänna Barnhuset,Building
Q10405677,Allmänna Telefonaktiebolaget building,Building
Q10406470,Allum,Building
Q10406789,Alsike monastery,Building
Q10408181,Amerikahuset,Building
Q10408197,Amerikaskjulet,Building
Q10408344,Amiralen,Building
Q10408443,Amor och Psyketemplet,Building
Q10411497,Andromeda 7,Building
Q10412374,Anna Sandströms skola,Building
Q10412993,Anstalten Ljustadalen,Building
Q10412995,Anstalten Malmö Kirseberg,Building
Q10414414,Apelsinvillan,Building
Q10414434,Apertin,Building
Q10416122,"Pharmacy, Skansen",Building
Q10416123,Apoteket Kärnan,Building
Q10416126,Apoteket Nordstjernan,Building
Q10416128,Apoteket Ugglan,Building
Q10416133,"Apotekshuset, Drottningholm",Building
Q10416949,Arbetshuset,Building
Q1041702,Carlhäusl,Building
Q10417135,"Archaeologicum, Lund",Building
Q10417353,Arcushallen,Building
Q10417420,Arena Satelliten,Building
Q10418009,Arken,Building
Q10418460,Arrheniuslaboratoriet,Building
Q10418518,Arsenalsgatan 6,Building
Q10418520,Arsenalspalatset,Building
Q10418871,Artisten,Building
Q10418940,Arvedson's Gymnastics Institute,Building
Q10418953,Arvid Backlund's yard,Building
Q10419250,Aschanska Villa,Building
Q10419780,Aske Manor,Building
Q10420041,Šternberský palác (Malá Strana),Building
Q10421190,Ateljébyggnaden,Building
Q10421697,Rareseed Ranch,Building
Q10423741,Axelvolds gård,Building
Q10424184,Backstugan i Fladalt,Building
Q10424508,Flottans Badhus,Building
Q10424661,Bagaregårdsskolan,Building
Q10424682,Baggensgatan 27,Building
Q10425200,Balderup,Building
Q10425495,Ballingstorpsgården,Building
Q10425725,Baltiska Hallen,Building
Q10425732,Baltzar City,Building
Q10426064,Bankhus 90,Building
Q10426336,Barclayska huset,Building
Q10426449,BUP,Building
Q10426541,Barnhuskvarnen,Building
Q10427773,"Beijerska huset, Stockholm",Building
Q10427882,Hyllie Sportcenter,Building
Q10427890,Bellman house,Building
Q10428112,Bengtssonska magasinet,Building
Q10428320,Berg Olles parhärbre,Building
Q10428331,Berga-Tuna,Building
Q10428396,Berget 10,Building
Q10428420,Kallio Library,Building
Q10428514,"Bergshyddan, Djurgården",Building
Q10428515,"Bergshyddan, Fåfängan",Building
Q10428577,Bergstrandska huset,Building
Q10428632,Bergööska huset,Building
Q10428714,Bernska huset,Building
Q10428882,Beskowska skolan,Building
Q10428996,"Betelkapellet, Stockholm",Building
Q10429738,Bio Norden,Building
Q10429756,Biografen,Building
Q10429904,Birger Jarls basar,Building
Q10430558,Björken 18,Building
Q10430581,Björklidens gårdsmuseum,Building
Q10430620,Björksättra gård,Building
Q10430701,Pori Old Town Hall,Building
Q10430702,Pori Town Hall,Building
Q10430927,Blanches malmgård,Building
Q10431472,Blombergska huset,Building
Q10431473,Blombergska huset vid Sjögatan,Building
Q10431881,Narvavägen 30-32,Building
Q10431909,Bockholmssättra,Building
Q10432271,"Printing house, Skansen",Building
Q10432604,Bollnäs house,Building
Q10432854,"Bondeska palatset, Rosenbad",Building
Q10432928,"Bonnierhuset, Sveavägen",Building
Q10432929,Bonnierhuset,Building
Q10433126,Borgarhemmet,Building
Q10433127,Borgarhuset,Building
Q10433147,Kungliga borgen,Building
Q10433216,Porvoo cathedral chapter house,Building
Q10433409,Bos-Kalles gård,Building
Q10434716,Kvarteret Glaucus,Building
Q10434731,Brandkontoret,Building
Q10434757,Skeppsbron 20,Building
Q10435626,Brinkkala,Building
Q10436004,bromangymnasiet,Building
Q10436105,Brooktorpsgården,Building
Q10436359,Brunkebergs hotell,Building
Q10436364,Brunkhalsen 5,Building
Q10436365,Brunkebergsverket,Building
Q10436441,Brunnsbacka sawmill,Building
Q10436487,Brunsbo,Building
Q10437900,Burmeisterska huset,Building
Q10438185,buildings at Stockholm School of Economics,Building
Q10438222,Bylgiahuset,Building
Q10438288,Byssja,Building
Q10438332,Byströms villa,Building
Q10438605,Bångska palatset,Building
Q10438651,Båtmanskasernen,Building
Q10438659,Bååtska palatset,Building
Q10438723,Bönsta,Building
Q10438778,Börstorp Castle,Building
Q10438798,Böösgården,Building
Q10438809,Bünsowska huset,Building
Q10438811,Bünsowska villan,Building
Q10438904,CTH factory museum,Building
Q10439349,Café Columbia,Building
Q10439702,Callanderska gården,Building
Q10441284,Campus Varberg,Building
Q10443541,Casselska huset,Building
Q10444370,Cedergrenska tornet,Building
Q10444898,"Centralpalatset, Gävle",Building
Q10444900,"Centralpalatset, Örebro",Building
Q10444901,Central Palace,Building
Q10444906,Centralpostkontoret,Building
Q10445171,"Centrumkyrkan, Bromölla",Building
Q10448217,Chalmers kårhus,Building
Q10454583,Clason-Hebbeska huset,Building
Q10454981,Clematishuset,Building
Q10457719,Conditori Nordpolen,Building
Q10457753,Pavilion Confidencen of Chinese Pavilion,Building
Q10458911,Conventum Arena,Building
Q10462080,Cruus house,Building
Q1046365,Casa de Esteban de Luca,Building
Q10463681,Curmanska villan,Building
Q1046405,Casa Calvet,Building
Q1046529,Casa de Pilatos,Building
Q10465977,Dahlman-Nordlingska huset,Building
Q10466183,Dalheimers hus,Building
Q10466197,Dalhyddan,Building
Q10466205,Dalkarlså Folk High School,Building
Q10466272,Dalsland art museum,Building
Q10466532,Daneliuska huset,Building
Q10466606,Danmarks hus,Building
Q10466683,Dansens hus,Building
Q10466774,Danviks Dårhus,Building
Q10466778,Danvikshem,Building
Q10467232,Davidsons paviljonger,Building
Q10467234,"Davidsonska huset, Gustav Adolfs torg",Building
Q10467785,"Dekanhuset, Uppsala",Building
Q10467927,Delliknäs,Building
Q10470173,Detthowska skolan,Building
Q10471464,Dicksonska folkbiblioteket,Building
Q10471467,Dicksonska palatset,Building
Q10474946,Djurgårdsbrunns värdshus,Building
Q10475010,Djäknegatshusen,Building
Q10475011,Djäkneskolan,Building
Q10475812,Domkapitelhuset,Building
Q10475814,Domkyrkoforum,Building
Q10475847,Domtrapphuset,Building
Q10476269,Douglaska palatset,Building
Q10476963,Drottning Kristinas jaktslott,Building
Q10476965,Drottning Kristinas lövsal,Building
Q10476989,Drottninggatan 17,Building
Q10476991,Drottningholms badhus,Building
Q10476992,Drottningholms kungsgård,Building
Q10476996,Drottningholm Palace Stables,Building
Q10477001,"Drottninghuset, Stockholm",Building
Q10477010,Drottsgården,Building
Q1047786,Caspar-von-Saldern-Haus,Building
Q10478016,Dylta bruk,Building
Q10478535,Dyvelstens flottningsmuseum,Building
Q10478604,Skeppsbron 24,Building
Q10478841,EPA-husen,Building
Q10478951,Ebba Brahes lusthus,Building
Q10478963,Ebba's House,Building
Q10478975,Ebelingmuseet,Building
Q10479824,Eda glass museum,Building
Q10479913,Edison Park,Building
Q10479993,Edsleskogs prästgård,Building
